cols0_1682/cols1_1682	cols0_165/cols1_165	cols0_11/cols1_165	cols0_15/cols1_165	cols0_251/cols1_251	cols0_9/cols1_9	cols0_14/cols1_1558	cols0_1643/cols1_1643	cols0_1706/cols1_1706	cols0_1621/cols1_1621	cols0_148/cols1_148	cols0_1191/cols1_1191
cols0_360/cols1_360	cols0_1334/cols1_1334	cols0_117/cols1_117	cols0_103/cols1_103	cols0_917/cols1_917	cols0_930/cols1_929	cols0_930/cols1_930	cols0_929/cols1_929	cols0_929/cols1_930	cols0_1078/cols1_1078
cols0_1539/cols1_1539	cols0_1649/cols1_1640	cols0_1649/cols1_1649	cols0_1640/cols1_1640	cols0_1640/cols1_1649	cols0_1452/cols1_1452	cols0_1632/cols1_1632	cols0_818/cols1_818	cols0_1563/cols1_1563
cols0_534/cols1_534	cols0_662/cols1_662	cols0_625/cols1_625	cols0_630/cols1_630	cols0_631/cols1_631	cols0_115/cols1_115	cols0_633/cols1_633	cols0_775/cols1_775	cols0_774/cols1_774
cols0_576/cols1_576	cols0_640/cols1_640	cols0_885/cols1_885	cols0_1606/cols1_1606	cols0_843/cols1_843	cols0_798/cols1_798	cols0_1195/cols1_1195
cols0_744/cols1_744	cols0_744/cols1_746	cols0_505/cols1_505	cols0_293/cols1_505	cols0_293/cols1_293	cols0_638/cols1_638	cols0_1370/cols1_1370
cols0_513/cols1_513	cols0_649/cols1_649	cols0_648/cols1_648	cols0_723/cols1_723	cols0_737/cols1_737	cols0_388/cols1_388	cols0_627/cols1_627
cols0_977/cols1_977	cols0_466/cols1_466	cols0_855/cols1_855	cols0_457/cols1_457	cols0_1092/cols1_1092	cols0_939/cols1_939	cols0_813/cols1_813
cols0_887/cols1_579	cols0_579/cols1_887	cols0_418/cols1_418	cols0_579/cols1_579	cols0_512/cols1_512	cols0_1024/cols1_1024	cols0_580/cols1_580
cols0_411/cols1_411	cols0_476/cols1_476	cols0_120/cols1_120	cols0_489/cols1_489	cols0_321/cols1_321	cols0_450/cols1_450	cols0_490/cols1_490
cols0_765/cols1_765	cols0_226/cols1_226	cols0_882/cols1_882	cols0_532/cols1_532	cols0_922/cols1_922	cols0_922/cols1_1145
cols0_1509/cols1_1509	cols0_1515/cols1_1515	cols0_890/cols1_890	cols0_1179/cols1_1179	cols0_1566/cols1_1566	cols0_1401/cols1_1401
cols0_194/cols1_194	cols0_195/cols1_195	cols0_406/cols1_406	cols0_842/cols1_842	cols0_182/cols1_182	cols0_499/cols1_499
cols0_350/cols1_350	cols0_1102/cols1_1102	cols0_860/cols1_860	cols0_872/cols1_872	cols0_436/cols1_436	cols0_480/cols1_480
cols0_1219/cols1_1219	cols0_1241/cols1_1241	cols0_706/cols1_706	cols0_484/cols1_484	cols0_1404/cols1_1404	cols0_740/cols1_740
cols0_420/cols1_420	cols0_400/cols1_400	cols0_446/cols1_446	cols0_907/cols1_907	cols0_459/cols1_459	cols0_1555/cols1_1555
cols0_1156/cols1_1156	cols0_105/cols1_105	cols0_1157/cols1_1157	cols0_1157/cols1_1145	cols0_1145/cols1_1157	cols0_1145/cols1_1145
cols0_849/cols1_849	cols0_1466/cols1_1466	cols0_1363/cols1_1363	cols0_804/cols1_804	cols0_1392/cols1_1392	cols0_797/cols1_797
cols0_1032/cols1_1032	cols0_1028/cols1_1028	cols0_1004/cols1_1004	cols0_1008/cols1_1008	cols0_1186/cols1_1186
cols0_998/cols1_998	cols0_990/cols1_990	cols0_698/cols1_698	cols0_1306/cols1_1306	cols0_864/cols1_864
cols0_365/cols1_365	cols0_399/cols1_399	cols0_125/cols1_125	cols0_126/cols1_126	cols0_149/cols1_149
cols0_966/cols1_966	cols0_1297/cols1_1297	cols0_1171/cols1_1171	cols0_819/cols1_819	cols0_1642/cols1_1642
cols0_986/cols1_986	cols0_984/cols1_984	cols0_1658/cols1_1658	cols0_1265/cols1_1265	cols0_1425/cols1_1425
cols0_1326/cols1_1326	cols0_1325/cols1_1325	cols0_1123/cols1_1123	cols0_507/cols1_507	cols0_1268/cols1_1268
cols0_518/cols1_518	cols0_345/cols1_345	cols0_691/cols1_691	cols0_1058/cols1_1058	cols0_141/cols1_141
cols0_658/cols1_658	cols0_351/cols1_351	cols0_1479/cols1_1479	cols0_487/cols1_487	cols0_496/cols1_496
cols0_868/cols1_868	cols0_214/cols1_214	cols0_500/cols1_500	cols0_215/cols1_215	cols0_584/cols1_584
cols0_1116/cols1_1125	cols0_1125/cols1_1125	cols0_1139/cols1_1139	cols0_1125/cols1_1116	cols0_309/cols1_309
cols0_1646/cols1_1646	cols0_1638/cols1_1638	cols0_1633/cols1_1633	cols0_1410/cols1_1410	cols0_193/cols1_193
cols0_546/cols1_546	cols0_572/cols1_572	cols0_1348/cols1_1348	cols0_108/cols1_572
cols0_549/cols1_549	cols0_367/cols1_367	cols0_416/cols1_416	cols0_286/cols1_286
cols0_1502/cols1_1502	cols0_1503/cols1_1503	cols0_1510/cols1_1510	cols0_606/cols1_606
cols0_370/cols1_370	cols0_568/cols1_568	cols0_1617/cols1_1617	cols0_278/cols1_278
cols0_1033/cols1_1033	cols0_1209/cols1_1209	cols0_1605/cols1_1605	cols0_1443/cols1_1443
cols0_199/cols1_199	cols0_978/cols1_978	cols0_279/cols1_279	cols0_210/cols1_210
cols0_1518/cols1_1518	cols0_1523/cols1_1523	cols0_1420/cols1_1420	cols0_944/cols1_944
cols0_1511/cols1_1511	cols0_1619/cols1_1619	cols0_593/cols1_593	cols0_1100/cols1_1100
cols0_359/cols1_359	cols0_517/cols1_517	cols0_570/cols1_570	cols0_1065/cols1_1065
cols0_562/cols1_562	cols0_371/cols1_371	cols0_439/cols1_439	cols0_636/cols1_636
cols0_1214/cols1_1214	cols0_714/cols1_714	cols0_284/cols1_284	cols0_1376/cols1_1376
cols0_114/cols1_114	cols0_1622/cols1_1622	cols0_219/cols1_219	cols0_124/cols1_124
cols0_378/cols1_378	cols0_425/cols1_425	cols0_407/cols1_407	cols0_461/cols1_461
cols0_1328/cols1_1328	cols0_1012/cols1_1012	cols0_1107/cols1_1107	cols0_1476/cols1_1476
cols0_515/cols1_515	cols0_283/cols1_283	cols0_603/cols1_603	cols0_628/cols1_628
cols0_1648/cols1_1648	cols0_1551/cols1_1551	cols0_1177/cols1_1177	cols0_949/cols1_949
cols0_973/cols1_973	cols0_971/cols1_971	cols0_987/cols1_987	cols0_448/cols1_448
cols0_204/cols1_204	cols0_999/cols1_999	cols0_262/cols1_262	cols0_123/cols1_123
cols0_787/cols1_787	cols0_720/cols1_720	cols0_404/cols1_404	cols0_106/cols1_106
cols0_1493/cols1_1493	cols0_1101/cols1_1101	cols0_1474/cols1_1474	cols0_1449/cols1_1449
cols0_245/cols1_245	cols0_699/cols1_699	cols0_1264/cols1_1264	cols0_1374/cols1_1374
cols0_883/cols1_883	cols0_1442/cols1_1442	cols0_334/cols1_334	cols0_326/cols1_326
cols0_961/cols1_955	cols0_390/cols1_390	cols0_316/cols1_316	cols0_955/cols1_955
cols0_1062/cols1_1062	cols0_1470/cols1_1470	cols0_1451/cols1_1451	cols0_1419/cols1_1419
cols0_519/cols1_519	cols0_512/cols1_519	cols0_469/cols1_469	cols0_806/cols1_806
cols0_862/cols1_862	cols0_366/cols1_366	cols0_1690/cols1_1690	cols0_1601/cols1_1601
cols0_666/cols1_666	cols0_1276/cols1_1276	cols0_589/cols1_589	cols0_327/cols1_327
cols0_871/cols1_871	cols0_1223/cols1_1223	cols0_267/cols1_267	cols0_1351/cols1_1351
cols0_528/cols1_528	cols0_1077/cols1_1077	cols0_1372/cols1_1372	cols0_1185/cols1_1185
cols0_1327/cols1_1327	cols0_282/cols1_282	cols0_1627/cols1_1627	cols0_1364/cols1_1364
cols0_1598/cols1_1598	cols0_1597/cols1_1597	cols0_1558/cols1_1558	cols0_1561/cols1_1561
cols0_414/cols1_414	cols0_1480/cols1_1480	cols0_475/cols1_475	cols0_591/cols1_591
cols0_1131/cols1_1131	cols0_950/cols1_950	cols0_793/cols1_793	cols0_776/cols1_776
cols0_852/cols1_852	cols0_1611/cols1_1611	cols0_1090/cols1_1090	cols0_1361/cols1_1361
cols0_616/cols1_616	cols0_592/cols1_592	cols0_623/cols1_623	cols0_622/cols1_622
cols0_598/cols1_598	cols0_1538/cols1_1538	cols0_1022/cols1_1022	cols0_1564/cols1_1564
cols0_1546/cols1_1546	cols0_1547/cols1_1547	cols0_1550/cols1_1550	cols0_1554/cols1_1554
cols0_1537/cols1_1537	cols0_324/cols1_324	cols0_329/cols1_329	cols0_493/cols1_493
cols0_785/cols1_785	cols0_786/cols1_786	cols0_783/cols1_783
cols0_543/cols1_543	cols0_356/cols1_356	cols0_1579/cols1_1579
cols0_548/cols1_548	cols0_1059/cols1_1059	cols0_1243/cols1_1243
cols0_160/cols1_160	cols0_1202/cols1_1202	cols0_964/cols1_964
cols0_766/cols1_766	cols0_769/cols1_769	cols0_403/cols1_403
cols0_1507/cols1_1507	cols0_1534/cols1_1534	cols0_1717/cols1_1717
cols0_540/cols1_540	cols0_571/cols1_571	cols0_1226/cols1_1226
cols0_992/cols1_992	cols0_726/cols1_726	cols0_1108/cols1_1108
cols0_1031/cols1_1031	cols0_650/cols1_650	cols0_651/cols1_651
cols0_575/cols1_575	cols0_1424/cols1_1424	cols0_1427/cols1_1427
cols0_573/cols1_573	cols0_1292/cols1_1292	cols0_1423/cols1_1423
cols0_1321/cols1_1321	cols0_198/cols1_198	cols0_1224/cols1_1224
cols0_1014/cols1_1014	cols0_1020/cols1_1020	cols0_1194/cols1_1194
cols0_1686/cols1_1686	cols0_1516/cols1_1516	cols0_393/cols1_393
cols0_362/cols1_362	cols0_1421/cols1_1421	cols0_485/cols1_485
cols0_363/cols1_363	cols0_816/cols1_816	cols0_941/cols1_941
cols0_1025/cols1_1025	cols0_1384/cols1_1384	cols0_795/cols1_795
cols0_1026/cols1_1026	cols0_1661/cols1_1661	cols0_934/cols1_934
cols0_1517/cols1_1517	cols0_932/cols1_932	cols0_1562/cols1_1562
cols0_988/cols1_988	cols0_473/cols1_473	cols0_771/cols1_771
cols0_983/cols1_983	cols0_1441/cols1_1441	cols0_1433/cols1_1433
cols0_980/cols1_980	cols0_667/cols1_667	cols0_600/cols1_600
cols0_564/cols1_564	cols0_516/cols1_516	cols0_1405/cols1_1405
cols0_782/cols1_782	cols0_721/cols1_721	cols0_923/cols1_923
cols0_1211/cols1_1211	cols0_1163/cols1_1163	cols0_1377/cols1_1377
cols0_1237/cols1_1237	cols0_1227/cols1_1227	cols0_1238/cols1_1238
cols0_1513/cols1_1513	cols0_1520/cols1_1520	cols0_716/cols1_716
cols0_1323/cols1_1323	cols0_1129/cols1_1129	cols0_1173/cols1_1173
cols0_739/cols1_739	cols0_503/cols1_503	cols0_146/cols1_146
cols0_643/cols1_643	cols0_1052/cols1_1052	cols0_1365/cols1_1365
cols0_1310/cols1_1310	cols0_802/cols1_802	cols0_1575/cols1_1575
cols0_340/cols1_340	cols0_53/cols1_53	cols0_1623/cols1_1623
cols0_423/cols1_423	cols0_675/cols1_675	cols0_464/cols1_464
cols0_1003/cols1_1003	cols0_1049/cols1_1049	cols0_1199/cols1_1199
cols0_563/cols1_563	cols0_239/cols1_239	cols0_409/cols1_409
cols0_1009/cols1_1009	cols0_537/cols1_537	cols0_1228/cols1_1228
cols0_237/cols1_237	cols0_191/cols1_191	cols0_136/cols1_136
cols0_1083/cols1_1083	cols0_1244/cols1_1244	cols0_1287/cols1_1287
cols0_508/cols1_508	cols0_405/cols1_405	cols0_310/cols1_310
cols0_858/cols1_858	cols0_701/cols1_701	cols0_1051/cols1_1051
cols0_727/cols1_727	cols0_751/cols1_751	cols0_822/cols1_822
cols0_725/cols1_725	cols0_1336/cols1_1336	cols0_1261/cols1_1261
cols0_728/cols1_728	cols0_729/cols1_729	cols0_1573/cols1_1573
cols0_1492/cols1_1492	cols0_1393/cols1_1393	cols0_1225/cols1_1225
cols0_655/cols1_655	cols0_657/cols1_657	cols0_665/cols1_665
cols0_1251/cols1_1251	cols0_719/cols1_719	cols0_931/cols1_931
cols0_1076/cols1_1076	cols0_201/cols1_201	cols0_1053/cols1_1053
cols0_1104/cols1_1104	cols0_338/cols1_338	cols0_348/cols1_348
cols0_887/cols1_887	cols0_887/cols1_436	cols0_1272/cols1_1272
cols0_884/cols1_884	cols0_901/cols1_901	cols0_556/cols1_556
cols0_1522/cols1_1522	cols0_1618/cols1_1618	cols0_1587/cols1_1587
cols0_535/cols1_535	cols0_440/cols1_440	cols0_587/cols1_587
cols0_572/cols1_108	cols0_108/cols1_108	cols0_121/cols1_121
cols0_682/cols1_682	cols0_900/cols1_900	cols0_1037/cols1_1037
cols0_715/cols1_715	cols0_128/cols1_128	cols0_1124/cols1_1124
cols0_1668/cols1_1668	cols0_912/cols1_912	cols0_1379/cols1_1379
cols0_1063/cols1_1063	cols0_1548/cols1_1548	cols0_303/cols1_303
cols0_1247/cols1_1247	cols0_442/cols1_442	cols0_441/cols1_441
cols0_190/cols1_190	cols0_276/cols1_276	cols0_924/cols1_924
cols0_244/cols1_244	cols0_808/cols1_808	cols0_1596/cols1_1596
cols0_899/cols1_899	cols0_271/cols1_271	cols0_629/cols1_629
cols0_876/cols1_876	cols0_757/cols1_757	cols0_1091/cols1_1091
cols0_958/cols1_958	cols0_732/cols1_732	cols0_959/cols1_959
cols0_1588/cols1_1588	cols0_585/cols1_585	cols0_1284/cols1_1284
cols0_1314/cols1_1314	cols0_942/cols1_942	cols0_1422/cols1_1422
cols0_1727/cols1_1727	cols0_471/cols1_471	cols0_1453/cols1_1453
cols0_1298/cols1_1298	cols0_1331/cols1_1331	cols0_1168/cols1_1168
cols0_266/cols1_266	cols0_577/cols1_577	cols0_663/cols1_663
cols0_574/cols1_574	cols0_470/cols1_470	cols0_140/cols1_140
cols0_680/cols1_680	cols0_317/cols1_317	cols0_1120/cols1_1120
cols0_522/cols1_522	cols0_272/cols1_272	cols0_273/cols1_273
cols0_265/cols1_265	cols0_954/cols1_954	cols0_953/cols1_953
cols0_1295/cols1_1295	cols0_1291/cols1_1291	cols0_1416/cols1_1416
cols0_841/cols1_841	cols0_1165/cols1_1165	cols0_1446/cols1_1446
cols0_465/cols1_465	cols0_1701/cols1_1701	cols0_1013/cols1_1013
cols0_467/cols1_467	cols0_454/cols1_454	cols0_1369/cols1_1369
cols0_511/cols1_511	cols0_1280/cols1_1280	cols0_1210/cols1_1210
cols0_1608/cols1_1608	cols0_1700/cols1_1700	cols0_1362/cols1_1362
cols0_1591/cols1_1591	cols0_1545/cols1_1545	cols0_1586/cols1_1586
cols0_1137/cols1_1137	cols0_1478/cols1_1478	cols0_1340/cols1_1340
cols0_853/cols1_853	cols0_976/cols1_976	cols0_838/cols1_838
cols0_296/cols1_296	cols0_295/cols1_295	cols0_550/cols1_550
cols0_1141/cols1_1141	cols0_704/cols1_704	cols0_1324/cols1_1324
cols0_828/cols1_227	cols0_1254/cols1_1254	cols0_1234/cols1_1234
cols0_443/cols1_443	cols0_1409/cols1_1409	cols0_1105/cols1_1105
cols0_700/cols1_700	cols0_1289/cols1_1289	cols0_1174/cols1_1174
cols0_590/cols1_590	cols0_1144/cols1_1144	cols0_1144/cols1_1232
cols0_453/cols1_453	cols0_264/cols1_264	cols0_158/cols1_158
cols0_1355/cols1_1355	cols0_1183/cols1_1183	cols0_1482/cols1_1482
cols0_1429/cols1_1429	cols0_1414/cols1_1414	cols0_1572/cols1_1572
cols0_844/cols1_844	cols0_770/cols1_770	cols0_960/cols1_960
cols0_542/cols1_542	cols0_1070/cols1_1070
cols0_162/cols1_162	cols0_851/cols1_851
cols0_768/cols1_768	cols0_1304/cols1_1304
cols0_762/cols1_762	cols0_1496/cols1_1496
cols0_1216/cols1_1216	cols0_1064/cols1_1064
cols0_377/cols1_377	cols0_1122/cols1_1122
cols0_781/cols1_781	cols0_1528/cols1_1528
cols0_1699/cols1_1699	cols0_209/cols1_209
cols0_373/cols1_373	cols0_1023/cols1_1023
cols0_994/cols1_994	cols0_1054/cols1_1054
cols0_687/cols1_687	cols0_1378/cols1_1378
cols0_203/cols1_203	cols0_866/cols1_866
cols0_752/cols1_752	cols0_1368/cols1_1368
cols0_1208/cols1_1208	cols0_741/cols1_741
cols0_1680/cols1_1680	cols0_1256/cols1_1256
cols0_1514/cols1_1514	cols0_1622/cols1_1652
cols0_368/cols1_368	cols0_736/cols1_736
cols0_1204/cols1_1204	cols0_962/cols1_962
cols0_1329/cols1_1329	cols0_526/cols1_526
cols0_832/cols1_832	cols0_1270/cols1_1270
cols0_567/cols1_567	cols0_602/cols1_602
cols0_697/cols1_697	cols0_637/cols1_637
cols0_183/cols1_183	cols0_956/cols1_956
cols0_996/cols1_996	cols0_323/cols1_323
cols0_761/cols1_761	cols0_747/cols1_747
cols0_1235/cols1_1235	cols0_1468/cols1_1468
cols0_1236/cols1_1236	cols0_914/cols1_914
cols0_1508/cols1_1508	cols0_1319/cols1_1319
cols0_1526/cols1_1526	cols0_1582/cols1_1582
cols0_357/cols1_357	cols0_1161/cols1_1161
cols0_168/cols1_168	cols0_733/cols1_733
cols0_1015/cols1_1015	cols0_342/cols1_342
