10;46;0,2,7,11,15,21,27,33,38,41;2,5,4,4,6,6,6,5,3,5;1,7,0,2,4,7,9,1,5,6,9,4,5,6,7,1,3,5,6,7,8,2,3,4,6,8,9,2,3,4,5,7,9,0,1,3,4,6,4,5,9,1,2,5,6,8
10;52;0,3,9,14,18,24,29,36,42,46;3,6,5,4,6,5,7,6,4,6;1,7,9,0,2,4,7,8,9,1,5,6,8,9,4,5,6,7,1,3,5,6,7,9,2,3,4,6,8,2,3,4,5,7,8,9,0,1,3,4,6,9,1,2,5,6,0,1,2,4,6,7
10;52;0,2,10,14,18,24,30,37,43,47;2,8,4,4,6,6,7,6,4,5;1,7,0,2,4,5,6,7,8,9,1,5,6,9,4,5,6,7,1,3,5,6,7,8,1,2,3,4,6,9,1,2,3,4,5,7,9,0,1,3,4,6,8,1,4,7,9,1,2,5,6,8
10;50;0,2,9,13,18,23,29,36,42,45;2,7,4,5,5,6,7,6,3,5;1,7,0,2,4,5,6,7,9,1,5,6,9,4,5,6,7,8,1,3,5,6,7,1,2,3,4,6,9,1,2,3,4,5,7,9,0,1,3,4,6,8,3,7,9,1,2,5,6,8
10;52;0,2,9,13,17,23,29,37,43,47;2,7,4,4,6,6,8,6,4,5;1,7,0,2,4,5,6,7,9,1,5,6,9,4,5,6,7,1,3,5,6,7,8,1,2,3,4,6,9,1,2,3,4,5,7,8,9,0,1,3,4,6,8,4,6,7,9,1,2,5,6,8
10;50;0,3,7,11,16,22,29,36,43,45;3,4,4,5,6,7,7,7,2,5;6,7,9,4,5,7,9,3,4,5,6,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,8,9,6,7,0,1,4,5,7
10;48;0,2,6,10,15,21,28,35,42,44;2,4,4,5,6,7,7,7,2,4;6,7,4,5,7,9,3,4,5,6,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,8,9,6,7,1,4,5,7
10;48;0,2,6,10,16,22,29,35,42,44;2,4,4,6,6,7,6,7,2,4;6,7,4,5,7,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,0,1,3,5,6,8,9,3,7,1,4,5,7
10;48;0,2,8,12,16,21,27,34,41,43;2,6,4,4,5,6,7,7,2,5;1,7,0,3,4,5,6,7,5,6,7,9,1,4,5,6,1,3,5,6,7,1,2,3,4,6,9,1,2,3,4,5,7,9,0,1,2,4,6,8,9,7,9,2,5,6,7,8
10;50;0,2,7,11,16,22,29,36,42,45;2,5,4,5,6,7,7,6,3,5;6,7,4,5,7,8,9,3,4,5,6,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,9,1,6,9,1,4,5,7,8
10;52;0,3,8,12,18,24,31,37,43,47;3,5,4,6,6,7,6,6,4,5;6,7,8,4,5,7,8,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,0,1,3,5,6,9,0,1,3,9,1,4,5,7,8
10;50;0,2,7,11,17,23,30,36,42,45;2,5,4,6,6,7,6,6,3,5;6,7,4,5,7,8,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,0,1,3,5,6,9,1,3,9,1,4,5,7,8
10;58;0,4,11,14,18,25,31,38,46,51;4,7,3,4,7,6,7,8,5,7;1,5,6,9,0,2,4,6,7,8,9,1,7,9,4,5,6,7,1,3,5,6,7,8,9,0,3,4,6,7,8,0,1,3,4,5,7,9,1,2,3,4,5,6,8,9,1,4,5,7,9,0,1,2,4,6,7,8
10;52;0,2,10,15,19,25,31,37,44,48;2,8,5,4,6,6,6,7,4,4;6,7,2,3,4,5,6,7,8,9,1,5,7,8,9,1,4,5,6,1,3,5,6,7,9,1,2,3,4,6,8,0,1,3,4,5,7,0,1,2,4,6,8,9,1,2,5,7,1,2,4,7
10;56;0,4,11,14,18,24,32,39,45,49;4,7,3,4,6,8,7,6,4,7;4,5,7,9,3,4,5,6,7,8,9,6,7,9,1,4,5,6,0,1,3,5,6,8,0,1,3,4,6,7,8,9,1,2,3,4,5,7,9,0,1,2,5,6,9,1,4,5,9,0,1,2,5,6,7,8
10;50;0,2,8,12,16,21,28,35,42,45;2,6,4,4,5,7,7,7,3,5;6,7,2,3,4,5,6,9,1,5,7,9,1,4,5,6,1,3,5,6,7,1,2,3,4,6,7,9,0,1,3,4,5,7,8,0,2,4,5,6,8,9,6,7,9,1,2,5,7,8
10;50;0,2,6,10,15,21,29,36,43,46;2,4,4,5,6,8,7,7,3,4;6,7,4,5,7,9,3,4,5,6,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,8,9,0,2,3,4,5,7,8,0,1,3,5,6,8,9,5,6,7,1,4,5,7
10;58;0,4,12,15,20,27,32,40,47,52;4,8,3,5,7,5,8,7,5,6;1,5,7,9,0,3,4,5,6,7,8,9,6,7,9,1,4,5,6,8,1,3,5,6,7,8,9,0,1,3,4,6,1,2,3,4,5,7,8,9,0,1,2,4,6,8,9,1,3,4,6,7,0,1,2,4,6,7
10;56;0,4,10,14,18,23,31,38,45,50;4,6,4,4,5,8,7,7,5,6;6,7,8,9,2,3,4,5,6,9,1,5,7,9,1,4,5,6,1,3,5,6,7,1,2,3,4,6,7,8,9,0,1,3,4,5,7,8,0,2,4,5,6,8,9,0,5,6,7,9,0,1,2,5,7,8
10;52;0,2,8,12,16,21,29,36,43,47;2,6,4,4,5,8,7,7,4,5;6,7,2,3,4,5,6,9,1,5,7,9,1,4,5,6,1,3,5,6,7,1,2,3,4,6,7,8,9,0,1,3,4,5,7,8,0,2,4,5,6,8,9,5,6,7,9,1,2,5,7,8
10;52;0,2,8,13,17,23,31,37,44,48;2,6,5,4,6,8,6,7,4,4;6,7,2,3,4,5,6,8,1,5,7,8,9,1,4,5,6,1,3,5,6,7,9,1,2,3,4,6,7,8,9,0,1,3,4,5,7,0,2,4,5,6,8,9,1,2,5,7,2,4,5,7
10;50;0,2,7,12,16,23,30,36,43,46;2,5,5,4,7,7,6,7,3,4;6,7,3,4,5,6,7,4,5,7,8,9,1,4,5,6,1,2,3,5,6,8,9,1,2,3,4,6,7,9,0,1,3,4,5,7,0,1,2,5,6,8,9,2,4,7,2,4,5,7
10;54;0,2,9,13,17,23,30,38,44,49;2,7,4,4,6,7,8,6,5,5;1,7,0,3,4,5,6,7,8,5,6,7,9,1,4,5,6,1,3,5,6,7,8,1,2,3,4,6,8,9,1,2,3,4,5,7,8,9,0,1,2,4,6,9,1,4,5,6,9,2,5,6,7,8
10;52;0,2,7,11,17,23,31,37,43,47;2,5,4,6,6,8,6,6,4,5;6,7,4,5,7,8,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,9,1,2,3,4,6,7,8,9,0,2,3,4,5,7,0,1,3,5,6,9,1,3,5,9,1,4,5,7,8
10;52;0,2,6,10,16,23,31,37,44,48;2,4,4,6,7,8,6,7,4,4;6,7,4,5,7,8,3,4,5,6,2,4,5,6,7,9,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,2,3,4,5,7,0,1,3,5,6,8,9,1,4,5,7,3,4,5,7
10;48;0,2,6,11,16,22,29,36,42,44;2,4,5,5,6,7,7,6,2,4;6,7,4,5,7,9,3,4,5,6,8,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,9,2,6,1,4,5,7
10;50;0,2,9,14,19,24,30,37,43,46;2,7,5,5,5,6,7,6,3,4;1,7,0,3,4,5,6,7,8,5,6,7,8,9,1,4,5,6,8,1,3,5,6,7,1,2,3,4,6,9,1,2,3,4,5,7,9,0,1,2,4,6,9,1,2,3,2,5,6,7
10;48;0,2,7,12,17,23,30,36,42,44;2,5,5,5,6,7,6,6,2,4;6,7,3,4,5,6,7,4,5,7,8,9,1,4,5,6,8,1,2,3,5,6,9,1,2,3,4,6,7,9,0,1,3,4,5,7,0,1,2,5,6,9,2,3,2,4,5,7
10;52;0,2,10,15,20,25,31,38,44,48;2,8,5,5,5,6,7,6,4,4;6,7,2,3,4,5,6,7,8,9,1,5,7,8,9,1,4,5,6,8,1,3,5,6,7,1,2,3,4,6,9,0,1,3,4,5,7,8,0,1,2,4,6,9,1,2,3,6,1,2,5,7
10;52;0,2,10,15,20,26,32,38,44,48;2,8,5,5,6,6,6,6,4,4;6,7,2,3,4,5,6,7,8,9,1,5,7,8,9,1,4,5,6,8,1,3,5,6,7,8,1,2,3,4,6,9,0,1,3,4,5,7,0,1,2,4,6,9,1,2,3,4,1,2,5,7
10;50;0,2,9,14,19,25,31,37,43,46;2,7,5,5,6,6,6,6,3,4;6,7,2,3,4,5,6,7,9,1,5,7,8,9,1,4,5,6,8,1,3,5,6,7,8,1,2,3,4,6,9,0,1,3,4,5,7,0,1,2,4,6,9,2,3,4,1,2,5,7
10;52;0,2,8,12,17,22,30,37,43,47;2,6,4,5,5,8,7,6,4,5;6,7,2,3,4,5,6,9,1,5,7,9,1,4,5,6,8,1,3,5,6,7,1,2,3,4,6,7,8,9,0,1,3,4,5,7,8,0,2,4,5,6,9,3,5,6,9,1,2,5,7,8
10;52;0,3,7,12,17,24,31,38,44,48;3,4,5,5,7,7,7,6,4,4;6,7,8,4,5,7,9,3,4,5,6,8,2,4,5,6,7,1,2,3,5,6,8,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,9,0,2,4,6,1,4,5,7
10;52;0,2,8,13,18,24,31,38,44,48;2,6,5,5,6,7,7,6,4,4;6,7,3,4,5,6,7,8,4,5,7,8,9,1,4,5,6,8,1,2,3,5,6,9,1,2,3,4,6,7,9,0,1,3,4,5,7,8,0,1,2,5,6,9,1,2,3,6,2,4,5,7
10;50;0,2,8,12,17,22,28,35,42,45;2,6,4,5,5,6,7,7,3,5;1,7,0,3,4,5,6,7,5,6,7,9,1,4,5,6,8,1,3,5,6,7,1,2,3,4,6,9,1,2,3,4,5,7,9,0,1,2,4,6,8,9,3,7,9,2,5,6,7,8
10;54;0,3,8,13,18,24,31,38,44,49;3,5,5,5,6,7,7,6,5,5;6,7,8,4,5,7,8,9,3,4,5,6,8,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,9,0,1,2,6,9,1,4,5,7,8
10;52;0,2,7,12,17,23,30,37,43,47;2,5,5,5,6,7,7,6,4,5;6,7,4,5,7,8,9,3,4,5,6,8,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,9,1,2,6,9,1,4,5,7,8
10;54;0,3,7,12,17,23,31,38,45,49;3,4,5,5,6,8,7,7,4,5;6,7,9,4,5,7,8,3,4,5,6,9,2,4,5,6,7,1,2,3,5,6,8,1,2,3,4,6,7,8,9,0,2,3,4,5,7,9,0,1,3,5,6,8,9,1,4,5,7,0,2,5,6,7
10;52;0,2,8,12,17,22,29,37,43,47;2,6,4,5,5,7,8,6,4,5;1,7,0,3,4,5,6,7,5,6,7,9,1,4,5,6,8,1,3,5,6,7,1,2,3,4,6,8,9,1,2,3,4,5,7,8,9,0,1,2,4,6,9,3,5,6,9,2,5,6,7,8
10;52;0,2,7,11,16,23,31,37,43,47;2,5,4,5,7,8,6,6,4,5;6,7,3,4,5,6,7,4,5,7,9,1,4,5,6,8,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,1,3,4,5,7,0,1,2,5,6,9,3,4,5,9,2,4,5,7,8
10;54;0,3,8,12,17,24,32,38,44,49;3,5,4,5,7,8,6,6,5,5;6,7,8,3,4,5,6,7,4,5,7,9,1,4,5,6,8,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,1,3,4,5,7,0,1,2,5,6,9,0,3,4,5,9,2,4,5,7,8
10;54;0,2,7,11,16,23,31,38,44,49;2,5,4,5,7,8,7,6,5,5;6,7,4,5,7,8,9,3,4,5,6,2,4,5,6,7,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,2,3,4,5,7,8,0,1,3,5,6,9,1,4,5,6,9,1,4,5,7,8
10;56;0,3,8,12,18,25,33,39,45,51;3,5,4,6,7,8,6,6,6,5;6,7,8,4,5,7,8,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,2,3,4,5,7,0,1,3,5,6,9,0,1,3,4,5,9,1,4,5,7,8
10;54;0,2,7,11,17,24,32,38,44,49;2,5,4,6,7,8,6,6,5,5;6,7,4,5,7,8,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,2,3,4,5,7,0,1,3,5,6,9,1,3,4,5,9,1,4,5,7,8
10;54;0,3,8,12,17,23,30,37,44,49;3,5,4,5,6,7,7,7,5,5;6,7,8,4,5,7,8,9,3,4,5,6,2,4,5,6,7,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,8,0,1,3,5,6,8,9,0,1,6,7,9,1,4,5,7,8
10;52;0,2,7,11,17,23,30,36,43,47;2,5,4,6,6,7,6,7,4,5;6,7,4,5,7,8,9,3,4,5,6,2,4,5,6,7,8,1,2,3,5,6,9,1,2,3,4,6,7,9,0,2,3,4,5,7,0,1,3,5,6,8,9,1,3,7,9,1,4,5,7,8
10;56;0,2,8,13,18,25,33,40,46,50;2,6,5,5,7,8,7,6,4,6;6,7,3,4,5,6,7,9,4,5,7,8,9,1,4,5,6,9,1,2,3,5,6,8,9,1,2,3,4,6,7,8,9,0,1,3,4,5,7,9,0,1,2,5,6,8,2,4,5,7,1,2,3,4,5,6
10;48;0,3,8,13,17,21,27,34,38,42;3,5,5,4,4,6,7,4,4,6;1,7,8,0,2,4,6,9,1,5,6,7,9,4,5,6,8,1,3,5,6,2,3,4,6,8,9,1,2,3,4,5,7,9,0,2,6,9,0,3,5,9,1,2,5,6,7,8
10;50;0,2,9,14,18,22,29,36,41,44;2,7,5,4,4,7,7,5,3,6;1,7,0,2,4,5,6,7,9,1,5,6,7,9,4,5,6,8,1,3,5,6,1,2,3,4,6,8,9,1,2,3,4,5,7,9,0,1,2,6,9,3,5,9,1,2,5,6,7,8
